,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_txt,state_txt,same_state,age_company,python_yn,spark_yn,rstudio_yn,aws_yn,excel_yn
186,"Scientist, Stem Cells and Genomics ~ iPSC",$54K-$98K (Glassdoor Est.),"At Alector, our mission is to develop therapies that empower the immune system to cure neurodegeneration. Our team is solely focused on developing cures for some of the most challenging diseases facing our society. We are supported in this mission by experienced and accomplished scientists and board members, leading healthcare investors and some of the most innovative pharma companies.

As an investigator in our Genomics team, you will play a key role in Alector's efforts to understand the biology of brain disorders and translate phenomenal science into exceptional drugs. You will work closely with other scientists to validate original targets and develop innovative drugs targeting the immune cells to treat neurodegenerative disorders and cancer. You will apply your existing technical skills to carry out analyses central to Alector’s scientific discovery effort - and learn new skills along the way. As an early hire, you’ll be influential in championing and developing Alector’s culture and discovery strategy.
During your first year, your goals will include:
Closely collaborate with research scientists to develop cell models to evaluate new potential target genes
Keep track of cutting-edge methods and introduce them when appropriate
Communicate analytical analyses verbally and in writing to teammates
We'd love to hear from you if:
You have expertise in induced pluripotent stem cells manipulation and differentiation, ideally towards myeloid cell types
You have experience in cell culture and lentiviral transduction, ideally with CRISPRi/CRISPRa systems
You take pride in being persistent, self-motivated, and efficient
You thrive in an environment where we work independently and on teams
You demonstrate a track record of learning new things and troubleshooting independently
You have a working knowledge of current technologies for genomic data generation, such as RNAseq
You have a PhD with at least 3 years of postdoc or equivalent experience in industry in immunology, neuroscience or cell biology.
You have a point of view but are low ego
At Alector, we believe that high-performing teams include people from a wide variety of backgrounds and experiences who can challenge each other’s assumptions with fresh perspectives and bring creative ideas to the table. We are committed to building an open, diverse, and inclusive environment for all employees. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, sexual orientation, age, marital status, veteran status, disability status, or any other characteristics protected under applicable federal, state, or local laws.
Alector is a great place to learn and experiment. If you excel in a dynamic environment where everyone is committed to finding a cure, where you’ll drive growth, this is the role for you. There is no limit to how far you can go with us.

Benefits
While we’ve focused on what to look forward to during the first year and beyond, Day One is great, too: committed and driven colleagues, a bold and important company goal, state-of-the-art brand-new brightly-lit offices in the heart of the biotech area, competitive compensation and benefits. But these matter only if you’re excited to build and own something great, and take on these challenges with us. Come join us.",5.0,"Alector
5.0","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,54,98,76.0,"Alector
",CA,1,7,0,0,0,1,1
187,Data Analytics Engineer,$54K-$98K (Glassdoor Est.),"Our Data Analytics Engineer will engineer elegant and performant analytic code, predominantly in Scala (and Spark), Python and/or R. You will join a growing multi-disciplinary team of Data Scientists, Engineers, and Solutions Experts with deep domain knowledge working to develop new capabilities and workflows to solve real- world client problems.

Your work will include “notebook”-style ad hoc analytic development (similar to tools such as Beaker, Julia, Zeppelin) within the QOMPLX:OS SaaS platform as well as true server-side analytic development. Projects may include near real-time and batch-oriented data processing for analytics and simulation modeling. As an internal user of the QOMPLX platform, your experience will inform the development of the QOMPLX product suite to improve capability, usability and performance.

Our ideal candidate will have a strong work ethic, fantastic attitude and be comfortable tackling any challenge set before him or her. We provide significant flexibility and autonomy to team members, have high expectations and expect everyone to contribute meaningfully to our broader collective goals.

Responsibilities
Engineer data pipelines that handle collection, parsing, cleansing and enrichment of terabytes/petabytes of data to meet the client’s analytics needs
Developing state-of-the-art analytics ranging from ad hoc analysis to production-grade pipelines and workflows
Providing mathematical algorithms and implementations to serve the needs of data analysis workflows in QOMPLX’s modular SaaS platform
Build model management frameworks for data analytics that include both statistical and machine learning models
Understanding customer business challenges and sourcing the most appropriate data sets, algorithms, and architectures (using QOMPLX OS) to solve them quickly and cost-effectively
Own the end to end model development lifecycle and establish and adhere to best practices
Working collaboratively to ensure consistent and performant approaches for analytical code that is integrated with our commercial offerings
Interacting directly with Product, Business Analysts and Customer Success teams to support live customer deployments
Qualifications
Reside in the greater Washington D.C. area or able to relocate
Bachelor's Degree or 8 years of relevant work experience
2+ years of data analytics experience that includes data engineering & analytics
Proven expertise in Machine learning algorithms, libraries & technologies including Neural Networks
Expert knowledge of Scala and/or Python
Expert knowledge of SQL and NoSQL technologies
Experience with agile development within commercial projects or elite non-commercial research
Adept at learning and applying new technologies and solving new problems
Hands on expertise in data analytic technologies such as Apache Spark, Apache Flink, MLOps Pipelines and notebooks like Polynote/Jupyter
Experience blending analytic and simulation modeling approaches to problem solving
Effective organizational skills with strong attention to detail
Strong communication skills - both written and verbal
Desirable
Experience with graph databases and cyber security
Advanced mathematical modeling skills
About QOMPLX

QOMPLX applies artificial intelligence to solve complex, real-world problems at scale. Our Human+AI operating system, QOMPLX:OS™, blends capabilities ranging from data handling, analytics, and reporting to advanced algorithms, simulations, and machine learning, enabling decisions that are just-in-time, just-in-place, and just-in-context. If this type of environment sounds exciting reach out to us directly via application at https://www.QOMPLX .com/careers with a resume and cover letter.

QOMPLX offers a competitive salary, a full range of benefits, including 401(k) and medical, dental & vision coverage, flexible “Personal Time Off (PTO)” plan and 10+ paid holiday days per year",3.9,"QOMPLX
3.9","Reston, VA","Reston, VA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1,54,98,76.0,"QOMPLX
",VA,1,5,1,1,0,0,0
188,Data Scientist,$54K-$98K (Glassdoor Est.),"Data Scientist
If you are a Data Scientist with experience, please read on!

Located just north of the Dallas metropolitan area, we are a startup in MAJOR growth mode working within the augmented reality space and are looking to add a Data Scientist with experience to our growing team!
What You Will Be Doing
- Identify opportunities for leveraging company data to drive business solutions with company stakeholders
- Mine and analyze data from database to fuel optimization and improvement of product development, business strategies, and marketing techniques
- Develop custom data models and algorithms to apply to data sets
- Develop A/B testing framework and test model quality
- Analyze model performance and data accuracy by developing monitoring processes and tools
What You Need for this Position
Must have Majority of the following:

- R
- Python
- SQL
- Experience with clustering, Decision Tree Learning, GLM/Regression, Random Forest, social network analysis
- Artificial Neural Networks, Map/Reduce
- Hadoop, Spark, Gurobi, Hive
- MongoDB
- Masters of Science in related field


Nice to Have:

- Node.js (Very nice to have)
- PHD in Statistics, Mathematics, Computer Science
What's In It for You
We offer a comprehensive compensation package including but not limited to:

- Competitive Base Salary (DOE) + EQUITY!
- Full benefits (Medical, Dental, Vision)
- Performance based bonuses!
- Generous PTO/Sick time
- Collaborative/Friendly culture
So, if you are a Data Scientist with experience, please apply today or send your updated resume to bri.haggerty@cybercoders.com!
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",4.1,"CyberCoders
4.1","Addison, TX","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,₹10 to ₹50 billion (INR),-1,54,98,76.0,"CyberCoders
",TX,0,21,1,1,0,0,0
189,Senior Data Scientist,$54K-$98K (Glassdoor Est.),"The College Board, a national educational organization, is conducting a search for a Senior Data Scientist in our Technology Organization. The position will be based out of our Reston, VA office, New York City office, or via remote work arrangements.

About the College Board


We are a mission-focused, not-for-profit membership organization that believes in promoting innovation, equity, and excellence for generations of students. Our members include more than 6,000 of the world's leading colleges, schools, and other educational organizations. We have over 1,900 employees in 13 offices across the U.S. and Puerto Rico.

We are advocates for children and parents; we empower teachers and educators, and we are a strong presence in thousands of schools and communities across the country through programs and services - the SAT, Advanced Placement (AP®) and Pre-AP are just a few. Our work falls broadly into four categories: College Readiness, College Connection & Success, Student Opportunities, and Advocacy.

About the role


In this role, you'll develop the next generation of assessments using leading technologies. You'll work with innovative agile teams' agile teams using your data science and machine learning skills

Responsibilities of the role
Problem-solve with product and business teams, advise executive team how to leverage data science
Use various modeling and machine learning techniques to creatively solve business problems
Work with a large & growing educational datasets using descriptive statistics and data visualization tools
Create insights from existing data and drive the collection of new data through instrumentation
Communicate methodology and results of advanced analyses using accessible language and intuitive data visualizations
Create reproducible, documented analyses and models that lend themselves to automation
Perform other duties or tasks as assigned or required
Qualifications needed for the role
Master's in a quantitative discipline or computer science, or a Bachelor's and 5-7 years related experience
Strong experience programming in R and/or Python.
Experience with TensorFlow/PyTorch, Machine Vision - including video streams, Automated Speech Transcription, and Anomaly Detection
Experience building/deploying ML models in AWS
Strong foundation in statistical analysis and machine learning techniques
Facility with relational, columnar, and NoSQL database systems
Experience coping nimbly with imperfect data
Preferred skills for the role
Proven experience in developing machine learning and deep learning systems to solve real world problems
Passionate about solving difficult problems creatively
An excellent communicator and listener who helps others understand both problems and solutions
Someone who knows how to tell a story with their data
A strong team player who enjoys helping their teammates succeed
Benefits


We offer an outstanding benefits package that includes up to four weeks of paid time off each year, comprehensive health insurance, a generous retirement savings plan, tuition reimbursement, ongoing professional development and training, and more.

Mission


Our mission is to clear a path for all students to own their future.

EEOC statement


College Board is proud to be an equal opportunity employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.",3.7,"The College Board
3.7","Reston, VA","New York, NY",1001 to 5000 employees,1900,Non-profit Organisation,Primary & Secondary Education,Education,₹50 to ₹100 billion (INR),-1,54,98,76.0,"The College Board
",VA,0,120,1,0,0,1,1
190,Data Engineer,$54K-$98K (Glassdoor Est.),"Group O is seeking a strong candidate with advanced analytics experience to fill an exciting Data Engineer role for an AI partner to Fortune 500 companies. In this role, you will be a valuable in managing large amounts of data and implement loading disparate data sets while managing the technical communication between the team and client.

Implementation including loading from disparate data sets, preprocessing using Hive and Pig.
Manage the technical communication between the team and client
Work with big data team to deliver cutting edge solutions

2-5 years of demonstrable experience designing technological solutions to complex data problems, developing & testing modular, reusable, efficient and scalable code to implement those solutions.
Ideally, this would include work on the following technologies:
Proficiency in at least one of the following: R, C++ or Python (preferred). Scala knowledge a strong advantage.
Strong understanding and experience in distributed computing frameworks, particularly Apache Hadoop 2.0 (YARN; MR & HDFS) and associated technologies -- one or more of Hive, Sqoop, Avro, Flume, Oozie, Zookeeper, etc..
Hands-on experience with Apache Spark and its components (Streaming, SQL, MLLib) is a strong advantage.
Operating knowledge of cloud computing platforms (AWS, especially EMR, EC2, S3, SWF services and the AWS CLI)
Experience working within a Linux computing environment, and use of command line tools including knowledge of shell/Python scripting for automating common tasks
In addition, the ideal candidate would have great problem-solving skills, and the ability & confidence to hack their way out of tight corners.
Education:
Bachelor's degree in Computer Science or related technical degree",3.2,"Group O
3.2","San Antonio, TX","Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,₹50 to ₹100 billion (INR),-1,54,98,76.0,"Group O
",TX,0,46,1,1,0,1,0
191,Data Engineer,$54K-$98K (Glassdoor Est.),"About SpringML

At SpringML, we are all about empowering the doers in companies to make smarter decisions with their data. Our predictive analytics products and solutions apply machine learning to todays most pressing business problems so customers get insights they can trust to drive business growth.

We are a tight knit, friendly team of passionate and driven people who are dedicated to learning, get excited to solve tough problems and like seeing results, fast. Our core values include putting our customers first, empathy and transparency, and innovation. We are a team with a focus on individual responsibility, rapid personal growth and execution. If you share similar traits, we want you on our team.

Whats the opportunity?

SpringML is looking to hire a topnotch Data Engineer who is passionate about working with data and using latest distributed framework to process large dataset.

As a Data Engineer, your primary role will be to design and build data pipelines. You will be focused on helping client projects on data integration, data prep and implementing machine learning on datasets. In this role, you will work on some of the latest technologies, collaborate with partners on early win, consultative approach with clients, interact daily with executive leadership, and help build a great company.

Chosen team member will be part of the core team and play a critical role in scaling up our emerging practice.

Responsibilities
Ability to work as a member of a team assigned to design and implement data integration solutions.
Build Data pipelines using standard frameworks in Hadoop, Apache Beam and other open source solutions.
Learn quickly ability to understand and rapidly comprehend new areas functional and technical and apply detailed and critical thinking to customer solutions.
Propose design solutions and recommend best practices for large scale data analysis
Desired Skills and Experience
B.S. or equivalent degree in computer science, mathematics or other relevant fields.
5-10 years of experience in ETL, Datawarehouse, Visualization and building data pipelines.
Strong Programming skills experience and expertise in one of the following: Java, Python, Scala, C.
Proficient in big data/distributed computing frameworks such as Apache Spark, Kafka,
Experience with Agile implementation methodologies.
Powered by JazzHR",4.4,"SpringML
4.4","Herndon, VA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,54,98,76.0,"SpringML
",VA,0,5,1,1,0,0,0
192,Data Scientist,$54K-$98K (Glassdoor Est.),"Role: Data Scientist.
Location: Foster City, CA
Hire Type: 12 Months Contract

Job Description:
Advanced degree in Data Science, Statistics, Computer Science, or similar.
Extensive experience as a Data Scientist.
Proficiency in R or Python, where the former is preferred.
In-depth understanding of SQL.
Competent in machine learning principles and techniques.
Demonstrable history of devising and overseeing data-centered projects.
Ability to relay insights in layman's terms, such that these can be used to inform business decisions.
Outstanding supervision and mentorship abilities.
Capacity to foster a healthy, stimulating work environment that frequently harnesses teamwork.",4.2,"Centraprise
4.2","Foster City, CA","Edison, NJ",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,₹10 to ₹50 million (INR),-1,54,98,76.0,"Centraprise
",CA,0,-1,1,0,0,0,0
193,Scientist II - Immuno-oncology/Gene Editing,$54K-$98K (Glassdoor Est.),"PACT Pharma is an exciting, well-funded clinical stage company developing personalized adoptive T cell therapies for the eradication of solid tumors. Our private designer T cells are created by analyzing a patients individual tumor and engineering T cells to kill that specific tumor. In principle, this technology can be used to treat any cancer type.

We are in the San Francisco bay area, the heart of the world’s premier biotechnology research hub. PACT Pharma offers a competitive compensation and benefits package, including participation in the aggressive growth of the company in the form of stock option grants.

We are about eradicating cancer, come join our team!

We are currently recruiting for a Scientist II who will report to the Head of Gene Editing and lead the continuing advancement of PACT’s cutting edge engineered cell product. This will be a unique opportunity to see your ideas rapidly translate into the clinic and impact patient lives.

What You Will Do:

You will be responsible for proposing projects, designing experiments, and leading work aimed at improving PACT’s cellular product using genetic tools. The incumbent will draw on a deep understanding of T cell biology and oncology, as well as existing therapeutics and MoAs, in order to determine which genes or systems should be prioritized and how best to tailor cells to take advantage of the target pathway. Target or screen proposal, molecular construct design and validation, data analysis, and presentation/report generation will be key components of your work.

Minimal Qualifications:
PhD plus at least 2 years’ post-graduate experience in areas that have granted a deep understanding of T cell signaling or Immuno-Oncology as it relates to T cells
Ability to propose new projects, design proof of concept experiments, and lead the execution and analysis of the work
Demonstrated autonomy in expression vector design and molecular cloning
The candidate should be highly goal-driven and have demonstrated the ability to effectively prioritize and focus on time-sensitive objectives
Preferred Qualifications:
Ability to select and utilize informatics tools for analyzing large and/or complex datasets such as NGS, and correlating data with a variety of variables and outcomes.
A deep understanding of natural and synthetic cell regulatory networks that act the DNA, RNA, and protein levels.
Experience supervising and directing the work of junior team members
At least 2 years’ experience in industry
Experience designing and conducting novel genetic screens
Experience with genome engineering platforms (e.g. CRISPR, TALENs), DNA repair, and/or viral vectors; and hands-on experience with methods for and analysis of genome engineering outcomes
PACT Pharma is proud to be an equal opportunity employer and strives to build a diverse and inclusive team. We do not discriminate on the basis of race, color, national origin, religion, gender, sexual orientation, age, marital status, veteran status, or disability status.",3.5,"PACT Pharma
3.5","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,54,98,76.0,"PACT Pharma
",CA,1,4,0,0,0,0,0
194,Data Analyst II,$54K-$98K (Glassdoor Est.),"Position Data Analyst II
Req Code 5011_01
Location Kansas City
Full Time Yes
Job Overview The Research & Actuarial Department of the National Association of Insurance Commissioners (NAIC) has an exciting opportunity for a Data Analyst II. We are looking for a team member who would enjoy working for an organization that strives every day to support the public good and make a difference. Are you driven to utilize your customer service and communication skills to build long-lasting rapport? If so, this is a perfect opportunity for you!
This position is located in the NAIC’s state-of-the-art offices in Town Pavilion in the heart of downtown Kansas City which includes great restaurants and top-notch entertainment venues. This is a full-time position in a positive and flexible environment.
Responsibilities include:
Publications/Data
Responsible for the full development of select Department publications. Develops, reviews, revises and updates specifications and procedures as well as conducts data and quality assurance checks for reports and publications as assigned or developed. Works with programmers in ensuring proper and accurate data. Analyzes results and creates written analysis based on the results as necessary. Adds value to publications by creating analysis in Tableau.
Reviews and analyzes data for completeness and reasonability.
Communicates with states and statistical agents to receive, understand and maintain proper data for reports. Performs quality assurance on data contained in reports and analysis.
Responds to inquiries regarding insurance data, research projects and research publications, as assigned by the manager or as referred from internal and external entities. Responds to internal and external (state regulators, federal government, academics, media, consumers) customers on issues related to assigned publications.
Ability to write and interpret SQL, Access, SAS or R queries for standard as well as ad hoc mining purposes.
Has a firm understanding of insurance concepts and terminology in order to understand the data points needed for analysis and how to trouble-shoot data quality concerns.
Assists with state data calls by contributing to the development of the data specification and validation rules as well as receiving and reviewing data. Able to aggregate and manipulate data to create meaningful reports. Seeks out and utilizes credible outsourced data to add value when possible.
Ability to build visualizations using business intelligence tools to spot trends and anomalies as well as create unbiased stories and conclusions with data.
Works within the data governance framework to streamline data usage and create consistent results.
Collaborates with state regulators and internal staff in other divisions/departments to determine data reporting needs and process for obtaining the highest quality data possible.
Contributes to the development of an enterprise data analytics warehouse designed for end-user consumption of data.
Coordinates multi-state surveys by collaborating with state regulators, sending surveys to all applicable distribution lists and organizing all responses.
Maintains database of queries answered by Department members for future use. Maintains topical research for use by Department staff, CIPR research or staff support.
Staff Support
May assist with data-related projects within NAIC Committee structure.
Provides secondary staff support for select Working Groups.
May provide primary staff support for select Working Groups.

Secondary Functions: Job functions that are not essential but are considered part of the job. Other duties may be assigned.
Works with Research & Actuarial Department programmers and other staff to develop new reports, databases and other data resources for regulators and the public to use for analytical purposes.
Assists in secondary data-related role in research for Center for Insurance Policy & Research (CIPR) papers. May assist in research or writing as it relates to CIPR papers.
Works with committee staff to develop data governance plans as necessary for new and existing data collection projects. Knowledge of data classification criteria and relevant security related to sensitive and confidential data preferred.

Skills and Abilities:
Excellent oral and written communication skills.
Ability and willingness to learn about NAIC publications, resources and services and take professional level courses on insurance and insurance regulatory issues.
Ability to use and willingness to learn basic computer software applications necessary to accomplish tasks.
Ability and willingness to enhance knowledge regarding business intelligence tools and perform basic database queries.
Proven interpersonal and problem resolution skills to effectively respond to inquiries and interact with groups of professionals in both formal and informal meeting settings.
Proficiency finding patterns within structured and unstructured data.
Proven aptitude for using a quantitative approach to analyze large data sets and articulate the findings logically without bias.
Organized and proficient at record-keeping and versioning.
Adept at utilizing large datasets to assist states in acquiring the knowledge needed for informed decision-making.
Ability to manage projects independently.
Ability to adapt to changing priorities and manage multiple projects simultaneously.

Minimum Education and/or experience required:
Four-year degree and a minimum of two years’ experience or equivalent in math, insurance, economics, statistics, computer or financial fields.
Completed insurance courses (CPCU, CLU, etc.) or is willing to work towards insurance designations.

Preferred Experience:
Experience or academic emphasis in statistical analysis.
Analytical/technical writing experience is desirable. Knowledge of data management principles. Experience using SAS, R, ACCESS, Tableau or other computer query languages and business intelligence tools.
Understanding of data modeling concepts.

Why Work at the NAIC/NIPR?
Flexible Work Environment
37.5 Hour Work Week
Tuition Reimbursement
Referral Bonuses
Choice of Insurance Plans
Vacation Buy Back
Infants in the Work Place
Adoption Assistance
Parental Leave
Employee Recognition Programs
Days Off for Community Service
Student Loan Repayment Program
Fitness Center
The NAIC is proud to be an Equal Opportunity Employer

For consideration, please apply online at:
http://careers.naic.org
Applicants for all positions are considered without regard to age, race, creed, color, religion, sex, sexual orientation, gender identity or expression, national origin or ancestry, marital status, pregnancy, genetic information, military or veteran status, disability, or any other basis protected by applicable law.",3.5,"National Association of Insurance Commissioners
3.5","Kansas City, MO","Kansas City, MO",201 to 500 employees,1871,Non-profit Organisation,Membership Organisations,Business Services,₹10 to ₹50 billion (INR),-1,54,98,76.0,"National Association of Insurance Commissioners
",MO,1,149,0,0,0,0,1
195,"Scientist/ Sr. Engineer I, Process Development",$54K-$98K (Glassdoor Est.),"The Role:
Curious about HIGH-THROUGHPUT PROCESS DEVELOPMENT, DIGITAL BIOTECH and NEXT GENERATION bioprocessing to create an innovative transformative class of medicines for patients?
JOIN US!
Moderna is looking for a Purification Process Scientist/ Senior Engineer with deep expertise in chromatography to drive the development of protein, DNA and mRNA downstream processes for our Covid-19 vaccine program. In this position, you will be responsible for designing, optimizing and transferring purification processes from development into manufacturing sites. You will join a highly dynamic team of engineers and scientists with cross-functional interactions to Moderna’s Automation, Analytical Development, Protein Science and Manufacturing teams. This position is within Moderna’s Nucleic Acid Process Development department that is responsible for the development of manufacturing processes for all mRNA therapeutics and vaccines at Moderna.
Here’s What You’ll Do:
Develop, optimize and characterize downstream processes for enzymes and nucleic acids
Automate purification methods by high-throughput experimentation (Tecan, AKTA, AMBR Crossflow)
Develop best practices for Process Modeling and Simulation (ChromX, CFD, Matlab, SuperPro Designer, etc.) to master mechanistic understanding and create digital twins of purification processes
Implement best practices for Statistical Design-of-Experiments (DoE) and Multivariate Data Analytics (MVDA) techniques
Lead Root Cause Analysis (RCA) and Corrective and Preventive Actions (CAPA) investigations
Transfer new purification processes from development to manufacturing sites (internal and CMOs)
Develop and implement process analytical technologies for enzymes and nucleic acids (sensors, spectroscopy, UHPLC, calorimetric assays)
Collaborate with mRNA teams to advance understanding of critical enzyme and DNA attributes
Write and publish process development and characterization reports and tech transfer documents
Present development studies in group, department and cross-functional meetings and symposiums
Here’s What You’ll Bring to the Table:
Ph.D. (0-4 years of relevant experience) or MSc. (>4 years of experience) with Purification Process Development focus (Chemical Engineering, Biochemical Engineering, Pharmaceutical Engineering, Biomedical Engineering or any related or sub-disciplines)
Deep expertise in core purification unit operations (chromatography, UF/DF, depth filtration, etc.) and instrumentation (AKTA, Tecan, TFF, etc.)
Working knowledge of bioprocess engineering principles, process modeling, Design of Experiments (DoE)/ Multivariate Data Analytics (MVDA), high throughput process development and related software (JMP, SIMCA, Visio, ChromX, SuperProDesigner, etc.)
Hands-on Experience in analytical method development (e.g. HPLC/ DLS/ capillary electrophoresis/ ELISA/ qPCR)
Outstanding communication skills (verbal and written)
Ability to manage multiple projects in a fast-paced environment
Ability to collaborate effectively in a dynamic, cross-functional matrix environment
Here’s What We’ll Bring to the Table:
On-site subsidized cafeteria or catered lunches
Company-provided iPhone
Free parking, monthly subway pass or a subsidized commuter rail pass
Free annual corporate membership to Bluebikes
Highly competitive healthcare coverage including: medical offered through BCBS (HMO/PPO), dental, and vision offered through VSP
Flexible Spending Accounts for medical expenses and dependent care expenses
16 weeks of 100% paid parental leave for all new parents
16 weeks 100% paid family caregiver leave
20 weeks 100% paid medical leave
Eligible for “Moderna Month” (one month paid sabbatical after five years of service and eligible for additional one month paid sabbatical every 3 years thereafter)
Adoption assistance and discounts to local childcare centers, as well as access to care.com
401k (traditional and Roth offered) with 50% match on first 6% deferred. Match is vested immediately
A suite of Moderna paid insurance coverage, including: life insurance, short-term and long-term disability
Voluntary legal assistance plan
15 days’ vacation and 7 sick days per year, in addition to a discretionary winter shut down and 11 company paid holidays (includes 2 floating holidays)
About Moderna:
Moderna is advancing messenger RNA (mRNA) science to create a new class of transformative medicines for patients. mRNA medicines are designed to direct the body’s cells to produce intracellular, membrane or secreted proteins that can have a therapeutic or preventive benefit and have the potential to address a broad spectrum of diseases. The Company’s platform builds on continuous advances in basic and applied mRNA science, delivery technology and manufacturing, providing Moderna the capability to pursue in parallel a robust pipeline of new development candidates. Moderna is developing therapeutics and vaccines for infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases, and autoimmune and inflammatory diseases, independently and with strategic collaborators.
Headquartered in Cambridge, Mass., Moderna currently has strategic alliances for development programs with AstraZeneca, Plc. and Merck, Inc., as well as the Defense Advanced Research Projects Agency (DARPA), an agency of the U.S. Department of Defense, the Biomedical Advanced Research and Development Authority (BARDA), a division of the Office of the Assistant Secretary for Preparedness and Response (ASPR) within the U.S. Department of Health and Human Services (HHS) and the Coalition for Epidemic Preparedness Innovations (CEPI). Moderna has been ranked in the top ten of Science’s list of top biopharma industry employers for the past five years. To learn more, visit www.modernatx.com.
Our Mission:
Deliver on the promise of mRNA science to create a new generation of transformative medicines for patients.
Moderna is a smoke-free, alcohol-free and drug-free work environment.
Moderna is committed to equal employment opportunity and non-discrimination for all employees and qualified applicants without regard to a person’s race, color, gender, age, religion, national origin, ancestry, disability, veteran status, genetic information, sexual orientation or any characteristic protected under applicable law. Moderna will make reasonable accommodations for qualified individuals with known disabilities, in accordance with applicable law.
#LI-CM1",3.4,"Moderna Therapeutics
3.4","Norwood, MA","Cambridge, MA",501 to 1000 employees,2011,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹100 to ₹500 million (INR),-1,54,98,76.0,"Moderna Therapeutics
",MA,0,9,0,0,0,0,0
